reconstructed_mean_catalog_survival,frozen_E12c_mean_catalog_survival,absolute_difference_survival,reconstructed_mean_photometric_recovery,frozen_E12c_mean_photometric_recovery,absolute_difference_recovery
0.9863086419753087,0.9862592592592592,4.938271604948419e-05,0.9105432098765432,0.910074074074074,0.0004691358024692116
