host_pass_fraction_E12c_validation,mean_photometric_recovery,mean_joint_photometry_plus_host,factorized_mean_product,mean_joint_over_factorized_ratio,image_emulator_pass,CNN_anchor,uniform_mean_partial_final_source_level,min_partial_final_cell,max_partial_final_cell
0.442,0.9105432098765432,0.41422222222222227,0.4024600987654321,1.0299721075717794,0.9585555555555556,0.975,0.38712863703703704,0.23800934444444444,0.40935115
