T_DS_K,W1_fc,W2_fc,W3_fc,W4_fc
100.0,17.206200000000003,3.9095999999999997,2.6588,1.0032
150.0,3.6203986023271773,1.8442646005493826,1.319346840072213,0.9848634125115195
200.0,2.0577,1.3448,1.0006,0.9833
250.0,1.6003204283522336,1.190394814187793,0.9207027689115678,0.985355846331011
300.0,1.3439937300068172,1.0967801165000437,0.8762277659753326,0.9871396236096537
400.0,1.1316,1.0229,0.8622,0.9903
500.0,1.062735515799232,1.002863064974036,0.8757049761307939,0.992355854756915
600.0,1.019810027826853,0.9907842068406408,0.8881565495722623,0.9938873874233239
700.0,1.0028572243675293,0.9878417809834178,0.901118785859808,0.9949117786031162
