source_id,band,product,path,bytes,sha256
1462929465189728384,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1462929465189728384_w4_unc.fits.gz,29446,1b7d1b6e1ae57426edfe5c310b1c8cbbe0f68e12df7eb6db3a8e56702182597d
3065665501751684992,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3065665501751684992_w4_int.fits,42240,247d74cbd26a8b074b4766b1c583386c844904a31f202f2a673cb69b87df43b8
1929212795840438656,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1929212795840438656_w3_unc.fits.gz,32865,e54eb4c94af023c02d1a06128135bea9ec6a9a39acdf054bdb6a0f8f5586a09d
6146107993101452160,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6146107993101452160_w3_cov.fits.gz,31732,66e62534c499c50a2df9e0a540e2ba1347fde28f6d5b819bd50066df71e06043
6146107993101452160,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6146107993101452160_w4_cov.fits.gz,32318,ccd20934af2aba5757a716986261ca93f170c81f41a745340b8c0def0d02baa3
3741076154456059520,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3741076154456059520_w4_cov.fits.gz,32919,18f36d05096972d909fdd025697960c16f763fdb284b01e468147dd188ac4d49
2763655225542686336,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2763655225542686336_w3_cov.fits.gz,32756,effd6f19dec8e382d186813b7bafc4a14dda7fa2d6c1297affe0eba24099358f
1178229655233840512,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1178229655233840512_w3_cov.fits.gz,33764,e894b21b5630c69fc17a4021af1f7c17d7ceb2e9fc7089cad156494f2e4b1b6c
4184698443083605504,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/4184698443083605504_w3_int.fits,47246,9df5f3014f7c4a3c06429ac1e8d4d63ba1c691ec5aadd1d1d2def5ef4e895774
6162624723631708416,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6162624723631708416_w4_cov.fits.gz,32076,38c7b54690b1ecbca095894fd52b74cba5cf3bf94ccd21c1f29f819f80b919ae
1205247232910283008,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1205247232910283008_w3_int.fits,48782,b7562db774428986076a6d64648c6635f0b35453fac3ca306789bf8b2352a67e
3150882330125709312,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3150882330125709312_w4_cov.fits.gz,32453,85304efb80160d6af5c25a5385cf046eaee37228a85f0d8add74fb097b6f8f2b
4306764888273736064,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/4306764888273736064_w4_cov.fits.gz,32526,06da477da1817f1a9bff71e3756c1313ad9af603c508198ec1d044adba8c8d86
3065665501751684992,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3065665501751684992_w3_int.fits,47516,f8711ad96f7244b1df8f3813e651c424442cf62dcbc988aff7e667c92db1a7d3
3150882330125709312,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3150882330125709312_w3_int.fits,47019,5eff0b4172d70cc77212bbf0369c3b92c58d0cf085b7dacf68cb3655162ecfb6
4306764888273736064,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/4306764888273736064_w3_cov.fits.gz,32538,7067810431d6e267960f475b1bfa42af8178c3a2a05bdaa7fe3ca752272f3602
747290778695003520,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/747290778695003520_w3_cov.fits.gz,34058,aec959c4420c402185605384fbafaa62941d6f103592ed826005472d510cd6ae
4184698443083605504,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/4184698443083605504_w3_cov.fits.gz,34556,42b2c36c50ed145443a22f9206e9eebd618f7fe487358a88c2ee494ccbc9c076
1178229655233840512,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1178229655233840512_w4_int.fits,41955,4a5fcc4b8a955c7a1477e542b40e2af351450087bdf69ff595fece86eef5c5b7
1618450162257805184,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1618450162257805184_w4_int.fits,43727,0221bad3b2dfa1a2cfe40db6778267e0d390056c66ef4ae453caa0f996d6c376
1178229655233840512,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1178229655233840512_w3_int.fits,46170,551f0127b4d3ab5b121a7db50688fd990b9564e72c355a3761db8cdf89650cd8
6270906415441316224,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6270906415441316224_w4_unc.fits.gz,28718,fc47e35629c1398b950b4b24ed7b2f166aad560e735bea99b4f7acaa243c6c45
1618450162257805184,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1618450162257805184_w3_cov.fits.gz,32924,5f236399ec10ce652b2fef47f738077bdcbf379805b294e9f44da4a50463d974
6151377578674752896,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6151377578674752896_w3_int.fits,48305,c2abe74c64f512a5b3ca05e51dc0f279479124b2a5c4002a112e1e0f87151e00
5768603427465996416,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/5768603427465996416_w4_unc.fits.gz,30846,8ec6a206a17591334d44ad2a43056436026b2e2746da6650e7f9c0879e556680
2388538245106801280,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2388538245106801280_w3_unc.fits.gz,34641,1386595c0214b8c4e447dba7a88452cda53e297147023e881aa0a741d7aeeced
3741076154456059520,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3741076154456059520_w4_int.fits,42342,234635f14e540e667b825d6e2f87404930779a8a071c6aedbe8718a5edac87f5
116155608110060928,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/116155608110060928_w3_int.fits,47684,a7bd28e643ca1072b030158d7dea3df4961274c023e930ff4df4b4fc5fd1d935
3508297413868521984,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3508297413868521984_w3_unc.fits.gz,31434,faecd041f8ea45b60a759768106ef91326312b10c9f8caf5c97933265c37450b
3508297413868521984,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3508297413868521984_w3_int.fits,47309,e50820f5c24699e102de655cf33ce4be09b39139a91f3017e6a432ee241bc5f4
2717793736553222400,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2717793736553222400_w3_cov.fits.gz,34270,299ccec0d8d253419a6c6ad17ca1d3debe5ae7d7c91bd38681dda17990da65db
2388538245106801280,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2388538245106801280_w4_cov.fits.gz,34852,00663e1b9245273aabfc83732bfaeb34c9e65fd00b1ba4ab6513fb7ff19d69cd
770335369886577792,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/770335369886577792_w4_unc.fits.gz,30616,fdf8b7b88d58c96cc30ea07de19052d2a2cb3ab0aba5eccb5373c983ee346f96
6162624723631708416,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6162624723631708416_w4_unc.fits.gz,28682,48ba641aa025cb8b3ea6bb4d2dc44ca819d72f56a2a561e1689a93faf948de6c
770335369886577792,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/770335369886577792_w4_int.fits,41590,f8746f08f393c042bdd784665cd6d2e760951efc2d7ef79b15734431b571aaa6
3150882330125709312,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3150882330125709312_w3_unc.fits.gz,32772,fa7acb1f5c7489af403fde74009b5faf8f50ed1afa1be51d72dec9f44baaa5bd
106316486574257792,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/106316486574257792_w4_unc.fits.gz,29354,14dfa9e5144f3cce612d6a693a294b950edee0cbc8060f3d1b7f76f8c6f99eb9
4184698443083605504,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/4184698443083605504_w3_unc.fits.gz,33663,3a33c0b9628e5085c3d335bfe959517461e10794e00342b7399792f750bc95ed
6162624723631708416,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6162624723631708416_w3_unc.fits.gz,30798,23361de3a104e3868d3a70ac71a7bf56aa60ac179e92977ef6ee292e11937011
5768603427465996416,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/5768603427465996416_w3_int.fits,47585,8dd8b794f481d7e2bed10820ab35bf80cbe033ebc338d97b0acdd23933d224f8
747290778695003520,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/747290778695003520_w3_int.fits,46806,9e06a3057206efc836eb9009792729ff3acbc350e883d11039adc441060838d8
1178229655233840512,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1178229655233840512_w4_unc.fits.gz,29912,5f12eff529f189b3783783a3e6f1bdc63d2940e2bfd73ae05f8829494a00b06a
6151377578674752896,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6151377578674752896_w3_unc.fits.gz,30502,7a3b9e2fa9be70fbb35a2c34dd495b83396798d94e420ac311f3441da47798cd
747290778695003520,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/747290778695003520_w3_unc.fits.gz,34388,e2b0c95957cb670de40a6e29965edea74050e14556ce6f890fb1ac89b9ac7763
6270906415441316224,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6270906415441316224_w4_int.fits,43686,617963e5113decaa5dc305451b876560199d1bc3a2e095fb4bccff323aa12c7a
3508297413868521984,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3508297413868521984_w3_cov.fits.gz,31332,4cfd22877f0359d8d4347e6150f02483013941b4ca3dfde15c79ae31c53eb535
3150882330125709312,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3150882330125709312_w4_unc.fits.gz,29944,d5d8be5963babb2b6d203cb94cfeccc56135537b7ffe8c83f01e6505240fdfa6
116155608110060928,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/116155608110060928_w4_int.fits,43585,49f7caba7695b03ab797773015b1ee5396c05bd9b022eed2856ac25a50af360c
6146107993101452160,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6146107993101452160_w3_unc.fits.gz,29835,36ea0acbff55bac456092330f85162df9c97457a032a48ba1ec222f89795f43a
2717793736553222400,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2717793736553222400_w3_int.fits,47044,b84ce3e251b436ffc6b2efafe6ef50eb68a8d6b2538eb843faf46b09909be76d
6162624723631708416,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6162624723631708416_w4_int.fits,41969,3b2b250ab5f3897aaff782bd9ad7e7e48ed2a569eaaad537baea03bbc0749939
770335369886577792,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/770335369886577792_w3_cov.fits.gz,31404,b58617b7f0159d7c2537b8eb00ef9fb262797efe88a10f3861af8b6895654083
116155608110060928,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/116155608110060928_w3_cov.fits.gz,33685,4e815f4569a602ced459918673419782c38b3cfe28956b5ee9a5feb29e9775a2
5461082016725619072,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/5461082016725619072_w3_cov.fits.gz,32249,34c3006288f46c40f5e8c0ffd45332cae60b06f18630918f096160a100776ca1
2717793736553222400,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2717793736553222400_w4_int.fits,43262,9c0021e6044e0509e3ad17b9bb364f2ae136efa084119c9a3a17c2508f7625ea
2717793736553222400,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2717793736553222400_w4_cov.fits.gz,33652,0ef3c4a80cbb07c62ce4998abbcbb89256851c424900681e453dcdf5d4d173b8
4306764888273736064,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/4306764888273736064_w3_unc.fits.gz,33121,53ba3ed9b1ec7be33f6b0a484773db7745f4ce5f2d128c62ddad4a85be305885
1462929465189728384,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1462929465189728384_w3_unc.fits.gz,31123,8d88cf7b4acb95e8e0f8390d04a4aba5edcf5944a0fad2ad612af012eadb0d57
1205247232910283008,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1205247232910283008_w4_cov.fits.gz,33271,8788fb3a83c0e6b24e1bf7f8d3dac3599e7d58711ef97c957860d3ca397d5c0f
106316486574257792,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/106316486574257792_w3_unc.fits.gz,32766,dfaba67b495bd086994a3e6c7ca31a133dcc89a26730f33b639a0463a3d9f9c3
4184698443083605504,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/4184698443083605504_w4_cov.fits.gz,34252,8fc78fab1328217c4bcb883726e2a3c014aafad8f0978e4bc5941ab4ef5b7048
1618450162257805184,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1618450162257805184_w4_cov.fits.gz,31378,42f00b742b1c94ac9cb5bf44bdb7657e77a1d9992d45452455e2ee85eddbd1fd
4306764888273736064,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/4306764888273736064_w4_int.fits,49184,3616587d4a4442343126956ba826d971da0df8fefac5109c8b3515ac6ecee317
747290778695003520,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/747290778695003520_w4_unc.fits.gz,31885,cfc14cdbada8907f5c068a3e13b91f209dba2883f3f96e256287b9703ed6944b
1205247232910283008,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1205247232910283008_w3_cov.fits.gz,34856,b3ab05c97aa175fdae4855f345df8e099207a5964bdb8a6f020ebd5daf37a5ba
5461082016725619072,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/5461082016725619072_w4_cov.fits.gz,33144,d70a4b30d21638e28d81e413b399efeeff8d43dbc2fef3727c51e32503875ce3
2388538245106801280,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2388538245106801280_w4_int.fits,43832,5973b14c1ce3c2eaa473040e04fff8a4a63dc1bd36b05794218091b48f28be9e
4184698443083605504,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/4184698443083605504_w4_int.fits,42675,1d2ae2778a70aed865da379f060b949aa6b0dc1038330a93de1cccc9fdafc63e
5768603427465996416,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/5768603427465996416_w3_unc.fits.gz,30860,e08d7f59f5e317fa42c8ca3507d27cce7573072f6aaf9a8c109c67b3477668a8
5768603427465996416,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/5768603427465996416_w4_int.fits,44070,30a176082442d927ca5f478785a4fcbe6e2358acdf43d5f83d3a216888cbf0f7
