source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,bp_rp,ruwe,w1mpro,w1mpro_error,w2mpro,w2mpro_error,w3mpro,w3mpro_error,w4mpro,w4mpro_error,wise_cc_flags,wise_ext_flag,j_m,j_msigcom,h_m,h_msigcom,ks_m,ks_msigcom,distance_invparallax_pc,M_G_invparallax,heph_cmd_main_sequence,T_colorfit_K,baseline_rms_mag,Fbol_fit_Wm2,mir_resid_proxy,saturation_flag,template_id,_origin,w2mpro_raw
1396120218108342144,13.222321,14.697495,12.036665,1303.1588,199.86679,548.208,2.6608305,1.1283996,9.444,0.023,9.279,0.02,9.126,0.025,8.91,0.297,0h00,0.0,10.43,0.023,9.86,0.023,9.587,0.022,33.16202521971959,10.61911577376755,True,3412.822085395034,0.1134379742190115,3.394152195474956e-13,,,,validation,9.279
2670213161135101568,13.063598,14.584821,11.8631525,1571.7295,292.55045,711.2524,2.7216682,1.1891364,9.168,0.022,9.026,0.02,8.857,0.03,8.189,0.289,0000,0.0,10.22,0.029,9.613,0.028,9.333,0.024,29.6566820471909,10.702985194589443,True,3306.4275246500456,0.126061971167518,3.9649195773069124e-13,,,,validation,9.026
3398414352095226496,13.806641,14.870439,12.326879,1313.3595,25.420216,41.72085,2.54356,1.1229117,9.275,0.023,9.109,0.02,9.007,0.032,8.797,0.463,0,0.0,10.407,0.031,10.012,0.05,9.628,0.028,40.24124157116364,10.783284141849734,True,3582.2339851200704,0.0468343783501433,3.8902548535095466e-13,0.0470721509452882,False,209.0,template,9.109
4794207289396879488,13.799341,15.4835415,12.550941,1021.46967,193.30556,469.06448,2.9326,1.2396894,9.739,0.023,9.572,0.021,9.4,0.029,8.831,0.304,0000,0.0,10.784,0.024,10.199,0.025,9.89,0.023,38.62157128734433,10.865191306389873,True,3290.184984904206,0.1186311158128835,2.382216472013158e-13,,,,validation,9.572
1406797197568373120,12.942096,14.49456,11.7325945,1965.7278,478.0157,1388.6378,2.7619658,1.3088799,9.092,0.023,8.903,0.02,8.74,0.023,8.547,0.204,0000,0.0,10.108,0.024,9.491,0.028,9.262,0.019,25.001692822281584,10.95224892494258,True,3405.322855275475,0.1071827013220923,4.641407770778935e-13,,,,validation,8.903
2579116591253816832,12.365184,13.41003,10.616213,1382.631,458.862,565.10126,2.7938175,17.589603,7.905,0.023,7.738,0.02,7.629,0.019,7.441,0.135,0000,0.0,8.952,0.023,8.413,0.044,8.089,0.021,18.327132582052947,11.049711391829728,True,3363.517015940869,0.0907033035917993,1.3089834997623909e-12,,,,validation,7.738
2494515807221447424,13.278832,14.883179,12.054417,1819.4382,349.8783,1070.6198,2.828762,1.228202,9.296,0.022,9.129,0.021,8.969,0.03,8.687,0.363,0000,0.0,10.326,0.022,9.761,0.026,9.48,0.025,26.48939030204517,11.1634721880353,True,3405.322855275472,0.0929011185160501,3.76755642218163e-13,,,,validation,9.129
1891850394294860416,13.5539875,15.165355,12.33179,2622.9482,602.50494,2007.0303,2.8335648,1.1463525,9.692,0.022,9.483,0.02,9.321,0.035,9.038,0.504,0,0.0,10.624,0.023,10.089,0.027,9.843,0.021,28.28182994332469,11.29644996720165,True,3576.6509927212724,0.0854946516086557,2.972095931106274e-13,0.0772645184962854,False,219.0,template,9.483
4913369129800393600,14.360388,16.508274,12.981296,839.7884,322.7045,1239.6581,3.5269785,3.6205826,9.805,0.023,9.581,0.02,9.334,0.031,8.812,0.371,0000,0.0,10.871,0.027,10.346,0.023,9.987,0.021,38.75657383132992,11.418661112687804,True,3313.444382598541,0.0777406193040542,2.2467633226276882e-13,,,,validation,9.581
569784212759184512,13.577576,15.27187,12.332243,2416.8684,725.71844,1890.9337,2.9396267,1.1268419,9.524,0.023,9.348,0.02,9.187,0.03,8.901,0.424,hh00,0.0,10.553,0.019,10.001,0.027,9.716,0.025,25.289224703766635,11.562898423471172,True,3427.934540449969,0.0824322019778674,3.0931777530561786e-13,,,,validation,9.348
3713826030072008192,12.840784,14.629989,11.569747,1961.2395,581.7646,1700.1387,3.0602417,1.5518676,8.695,0.023,8.505,0.02,8.332,0.021,8.143,0.186,0000,0.0,9.755,0.023,9.162,0.022,8.882,0.019,16.26628231908932,11.784342471577787,True,3339.461716279539,0.0941940857731775,6.405811536547081e-13,,,,validation,8.505
6864448905520369280,13.595852,15.733622,12.246182,1854.0618,340.01447,1236.7177,3.4874392,6.4761386,9.042,0.023,8.854,0.021,8.662,0.029,8.555,0.536,0000,0.0,10.176,0.023,9.584,0.022,9.237,0.019,20.672340476794087,12.018903753628422,True,3189.90538454258,0.0985061442278894,4.219895901567513e-13,,,,validation,8.854
3143635723866162432,13.14167,15.058582,11.843256,1877.676,389.6303,1393.2661,3.2153263,1.1668386,8.857,0.022,8.687,0.019,8.507,0.024,8.633,0.397,0000,0.0,9.966,0.023,9.404,0.023,9.089,0.021,14.788249267478012,12.292086188324705,True,3329.94776194807,0.07155138560049,5.264182428496906e-13,,,,validation,8.687
89593331327905536,13.445031,15.509317,12.111787,1213.4156,364.20197,1127.4171,3.3975306,1.1300579,8.991,0.022,8.806,0.02,8.638,0.028,8.422,0.414,0,0.0,10.081,0.018,9.52,0.019,9.194,0.018,14.632753156615944,12.618400767789293,True,3306.427524650048,0.0830496683679568,4.745418416443251e-13,0.1387399304565075,False,245.0,template,8.806
6311012064136913920,14.356889,16.5362,13.00904,1268.9437,215.54428,910.3063,3.5271597,1.0412269,9.879,0.023,9.65,0.02,9.479,0.04,9.159,0.509,0,0.0,10.957,0.024,10.417,0.023,10.098,0.019,17.698944716653955,13.117152136382137,True,3373.249154789214,0.0575324932804217,2.1550186628602632e-13,0.1207561273154329,False,254.0,template,9.65
6153267707880611584,15.417848,17.903852,13.905282,429.51407,84.468956,698.9603,3.9985704,5.283891,10.206,0.022,10.009,0.02,9.685,0.037,9.158,0.429,0000,0.0,11.477,0.023,10.825,0.022,10.45,0.019,23.340184044178425,13.577326618690606,True,3012.319001619175,0.0954775153811959,1.262076847036832e-13,,,,validation,10.009
