source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,bp_rp,ruwe,w1mpro,w1mpro_error,w2mpro,w2mpro_error,w3mpro,w3mpro_error,w4mpro,w4mpro_error,wise_cc_flags,wise_ext_flag,j_m,j_msigcom,h_m,h_msigcom,ks_m,ks_msigcom,distance_invparallax_pc,M_G_invparallax,heph_cmd_main_sequence,T_colorfit_K,baseline_rms_mag,Fbol_fit_Wm2,mir_resid_proxy,saturation_flag,template_id,_origin
5156187304901709952,14.111292,15.9000025,12.843324,1661.8152,342.43268,835.5852,3.0566788,1.1700481,9.883,0.022,9.72,0.02,9.563,0.038,8.879,0.369,0000,2.0,10.99,0.026,10.406,0.023,10.082,0.026,29.683989341935305,11.748680665084692,True,3258.233274327295,0.0989374810997213,1.9789427852854835e-13,,,,validation
706300980915871616,13.319718,15.022123,12.074059,2965.6638,760.2485,1901.116,2.9480648,1.1718248,9.299,0.023,9.109,0.02,8.949,0.032,8.743,0.464,0,0.0,10.31,0.02,9.761,0.021,9.492,0.018,19.53461970122186,11.865693195876169,True,3476.803557991988,0.0757390651725857,3.975540717888183e-13,0.1040997530603018,False,230.0,template
1552091474426587264,13.834306,15.659509,12.555686,2135.3247,534.62506,1187.8123,3.1038227,1.4886523,9.729,0.024,9.522,0.02,9.316,0.03,8.968,0.446,0000,0.0,10.685,0.021,10.152,0.016,9.864,0.014,23.68093657075562,11.962311627256646,True,3468.983178160699,0.0999328516625894,2.802281293707671e-13,,,,validation
5373198602082778240,14.851067,16.212343,13.088577,905.12573,237.17798,939.5789,3.123766,3.9711022,10.174,0.023,9.97,0.02,9.834,0.045,9.201,0.514,0000,0.0,11.219,0.024,10.662,0.022,10.36,0.023,35.07499647224726,12.1260788198991,True,3373.24915478922,0.0820020644481875,1.6623772285903981e-13,,,,validation
3361034083487398016,13.7556,15.686063,12.45108,1136.131,249.97974,595.13574,3.2349825,1.2227259,9.424,0.024,9.243,0.02,9.093,0.037,8.904,0.519,0,0.0,10.521,0.022,9.965,0.023,9.639,0.016,19.951921219675288,12.255676393387368,True,3318.1405822211545,0.076278801535337,3.171808163228763e-13,0.1455393575096089,False,238.0,template
6437366909611503104,13.630835,15.610258,12.317949,2417.5808,411.65445,1330.6112,3.2923088,1.2909138,9.274,0.026,9.091,0.025,8.87,0.028,8.702,0.319,0,0.0,10.347,0.024,9.814,0.024,9.445,0.019,17.460467382256116,12.420555676342955,True,3271.8412399267554,0.0975369072757378,3.635177147408062e-13,0.1134114022761352,False,241.0,template
547381594623756416,13.015211,14.957096,11.711619,2301.769,611.7578,1481.085,3.2454767,1.2238071,8.862,0.023,8.635,0.02,8.494,0.024,8.453,0.294,0000,1.0,9.85,0.026,9.409,0.049,9.083,0.02,12.097659035618443,12.60170429976996,True,3616.14981423949,0.0327244666360618,6.265584366487448e-13,,,,validation
6143501502007380608,13.757075,15.882967,12.411491,687.3433,117.09375,335.0168,3.4714756,1.0882654,9.201,0.022,9.028,0.019,8.821,0.023,8.677,0.28,0,0.0,10.32,0.023,9.751,0.025,9.441,0.023,15.668112371137877,12.78199161184306,True,3325.212875651117,0.0691263339698969,3.799621806839802e-13,0.0631302228150101,False,248.0,template
4975847194422433280,13.852827,16.025772,12.500967,2421.8599,458.69073,1187.7079,3.524805,1.3742158,9.349,0.023,9.156,0.02,8.968,0.026,8.437,0.262,0,0.0,10.445,0.022,9.828,0.024,9.538,0.022,14.605823723099215,13.030196725698392,True,3260.4918191451925,0.1017847328219799,3.326553455637819e-13,0.2644170340629017,False,253.0,template
1705877279585273472,15.077186,17.442535,13.692547,1048.4102,180.43631,421.169,3.7499886,1.0684111,10.256,0.023,10.079,0.019,9.835,0.034,9.456,0.42,0,0.0,11.441,0.018,10.839,0.019,10.462,0.022,22.771884822706827,13.29019110730556,True,3106.3477733378886,0.1037724737782617,1.3006333943938718e-13,0.1202892937805355,False,257.0,template
6153267707880611584,15.417848,17.903852,13.905282,429.51407,84.468956,698.9603,3.9985704,5.283891,10.206,0.022,10.009,0.02,9.685,0.037,9.158,0.429,0000,0.0,11.477,0.023,10.825,0.022,10.45,0.019,23.340184044178425,13.577326618690606,True,3012.319001619175,0.0954775153811959,1.262076847036832e-13,,,,validation
